CardNumber,ParcelID,StreetNumber,StreetName,NumofUnits,NumofRooms,NumofBedrooms,ExtType,YearBlt,CurrentBuildingValue,CurrentYardItems,CurrentLandValue,CurrentAcres,FinishedArea,GrossArea,CurrentTotal,SaleDate,SalePrice,LegalReference,Amount,Location 1
1,077-77-8671-000,16,CLEARVIEW DR,1,9,3,RANCH,1959,275300,12100,177400,0.61848,2012,4096,464800,05/28/2008,367500,51227-551,10000,"16 CLEARVIEW DR
FRAMINGHAM, MA
(42.308699, -71.457226)"
1,060-20-8399-000,123,A ST,1,6,3,SPLIT LEVL,1965,152400,0,154400,0.24116,1192,2534,306800,07/05/2005,383000,234305,600,"123 A ST
FRAMINGHAM, MA
(42.316626, -71.4008)"
1,077-87-5202-000,8,BERKELEY RD,1,8,3,SPLIT LEVL,1958,175000,0,183300,0.8261,1282,2851,358300,09/27/2006,395000,48234-61,11000,"8 BERKELEY RD
FRAMINGHAM, MA
(42.308394, -71.454381)"
1,019-19-9061-000,8,ANGELA RD,1,7,4,RANCH,1957,176000,0,160200,0.46097,1582,2888,336200,06/23/1968,1,11531-0343,11200,"8 ANGELA RD
FRAMINGHAM, MA
(42.340455, -71.40461)"
1,017-58-1240-000,70,HEMENWAY RD,1,7,3,RANCH,1958,175000,2300,162800,0.56191,1440,1872,340100,12/05/2013,348000,63021-234,,"70 HEMENWAY RD
FRAMINGHAM, MA
(42.337667, -71.429458)"
1,061-50-6817-000,6,SPRINGHILL RD,1,7,3,RANCH,1959,139400,0,154500,0.24392,1715,2183,293900,06/21/2016,380000,67468-181,9130,"6 SPRINGHILL RD
FRAMINGHAM, MA
(42.317979, -71.390838)"
1,046-12-7867-000,19,MCADAMS RD,1,7,3,RANCH,1960,197100,0,160600,0.47922,1304,3086,357700,03/25/2016,370000,66983-364,5832,"19 MCADAMS RD
FRAMINGHAM, MA
(42.323109, -71.442118)"
1,038-65-3062-000,25,SPRING LN,NULL,NULL,NULL,NULL,NULL,0,0,1500,0.11478,0,0,1500,05/17/2011,320000,56870-106,,"25 SPRING LN
FRAMINGHAM, MA
(42.329456, -71.425445)"
1,056-11-5883-000,2,LYMAN WAY,1,7,3,RANCH,1960,221900,22000,160400,0.4697,1304,3220,404300,06/26/2004,419000,43150-450,5000,"2 LYMAN WAY
FRAMINGHAM, MA
(42.320769, -71.443304)"
1,080-66-2346-000,3,LILIAN RD,1,8,4,COLONIAL,1955,275900,1800,165600,0.19883,2920,5130,443300,09/24/2004,369000,232142,2500,"3 LILIAN RD
FRAMINGHAM, MA
(42.305321, -71.425749)"
1,017-79-8436-000,16,DANIELS RD,1,7,3,RANCH,1960,167300,500,163900,0.60514,2372,2852,331700,08/16/1977,1,13262-630,112700,"16 DANIELS RD
FRAMINGHAM, MA
(42.341112, -71.419906)"
1,077-77-2767-000,11,CLEARVIEW DR,1,7,3,RANCH,1960,251900,0,190500,1.17587,1810,4374,442400,10/14/2009,389900,53672-491,4850,"11 CLEARVIEW DR
FRAMINGHAM, MA
(42.309782, -71.458296)"
1,027-57-9751-000,66,GREGORY RD,1,6,3,RANCH,1966,133100,0,160100,0.45914,1144,1592,293200,03/18/2004,305000,42260-70,,"66 GREGORY RD
FRAMINGHAM, MA
(42.336339, -71.426674)"
1,067-09-6970-000,467,GROVE ST,NULL,NULL,NULL,NULL,NULL,0,0,13000,0.99936,0,0,13000,11/10/2014,12000,64487-140,,"467 GROVE ST
FRAMINGHAM, MA
(42.314785, -71.44777)"
1,119-28-2845-000,40,WINTER PARK RD,1,5,3,RANCH,1957,94000,0,137200,0.33478,912,1602,231200,01/05/2004,282000,229832,,"40 WINTER PARK RD
FRAMINGHAM, MA
(42.28481, -71.440876)"
1,070-98-3999-000,8,BRYANT RD,1,8,4,GARRISON,1959,158700,0,162200,0.53765,1858,3040,320900,03/20/2007,400000,49148-83,14000,"8 BRYANT RD
FRAMINGHAM, MA
(42.312991, -71.414552)"
1,060-20-1494-000,28,BONITO DR,1,7,3,SPLIT LEVL,1960,150700,0,154400,0.24105,1192,2434,305100,04/08/2005,360000,233567,5792,"28 BONITO DR
FRAMINGHAM, MA
(42.316915, -71.403651)"
1,017-79-3326-000,29,EISENHOWER RD,1,7,3,RANCH,1959,151100,0,161400,0.50728,1492,1974,312500,10/11/2001,1,222680,23387,"29 EISENHOWER RD
FRAMINGHAM, MA
(42.341499, -71.422047)"
1,027-57-7331-000,53,GREGORY RD,1,8,3,RANCH,1966,173300,3400,160100,0.45914,1926,2248,336800,12/18/2003,339000,41639-191,2000,"53 GREGORY RD
FRAMINGHAM, MA
(42.33587, -71.427751)"
1,066-78-7364-000,1,BELLWOOD RD,1,7,3,RANCH,1958,175600,0,172900,0.45918,1328,3620,348500,06/29/1964,1,10565-0476,11449,"1 BELLWOOD RD
FRAMINGHAM, MA
(42.310963, -71.456809)"
1,027-56-6764-000,45,GREGORY RD,1,7,3,RANCH,1966,157400,2000,163000,0.57163,1440,2034,322400,04/05/2013,308500,61552-400,1000,"45 GREGORY RD
FRAMINGHAM, MA
(42.333992, -71.428169)"
1,018-88-3514-000,32,SAVOY RD,1,6,3,RANCH,1960,149100,0,160100,0.45914,1452,2064,309200,01/25/1974,1,12583-124,15819,"32 SAVOY RD
FRAMINGHAM, MA
(42.338614, -71.417905)"
1,077-87-8068-000,21,KNIGHT RD,1,7,3,SPLIT LEVL,1958,219600,0,173500,0.4806,1424,3243,393100,08/12/2003,1,40424-507,6000,"21 KNIGHT RD
FRAMINGHAM, MA
(42.307471, -71.4534)"
1,080-56-6086-000,22,LILIAN RD,1,5,3,RANCH,1953,145500,900,166100,0.21832,1211,2419,312500,06/28/2016,350000,1492-34,12500,"22 LILIAN RD
FRAMINGHAM, MA
(42.304868, -71.42787)"
1,019-28-4345-000,370,ELM ST,1,6,3,RANCH,1955,120500,1700,155500,0.28391,1194,1194,277700,05/08/2015,283000,65335-294,5046,"370 ELM ST
FRAMINGHAM, MA
(42.338452, -71.402432)"
1,057-21-6957-000,3,JANICE CIR,1,9,4,GARRISON,1978,352800,0,165900,0.68056,2827,5220,518700,01/01/1986,160000,16734-9,2358,"3 JANICE CIR
FRAMINGHAM, MA
(42.320682, -71.438963)"
1,070-99-0240-000,466,CENTRAL ST,1,7,3,SPLIT LEVL,1959,156000,0,155900,0.29982,1198,2734,311900,10/01/1997,168900,27732-480,3800,"466 CENTRAL ST
FRAMINGHAM, MA
(42.313438, -71.415712)"
1,081-87-4206-000,193,LOCKLAND AVE,1,8,4,CAPE,1965,226700,10200,172900,0.45914,1852,3628,409800,07/21/1999,324500,30445-175,27000,"193 LOCKLAND AVE
FRAMINGHAM, MA
(42.308072, -71.418223)"
1,057-31-0905-000,664,EDGELL RD,1,8,4,CONVENT`NL,1917,240400,9500,173500,0.97034,2726,4960,423400,04/26/1993,1,23113-0001,150000,"664 EDGELL RD
FRAMINGHAM, MA
(42.320762, -71.437079)"
1,056-10-4878-000,16,AMY RD,1,7,3,RANCH,1961,134900,13000,160100,0.45914,1446,1992,308000,06/01/1987,177500,18175-596,22000,"16 AMY RD
FRAMINGHAM, MA
(42.317618, -71.443287)"
1,061-61-0422-000,14,MAYFLOWER RD,1,5,3,RANCH,1958,100400,700,156200,0.30987,1200,1599,257300,09/02/1997,134500,27633-367,6000,"14 MAYFLOWER RD
FRAMINGHAM, MA
(42.319208, -71.389221)"
1,061-61-2303-000,15,MAYFLOWER RD,1,7,4,RANCH,1959,150800,9200,154700,0.25367,1504,1576,314700,05/05/2009,1,52706-291,,"15 MAYFLOWER RD
FRAMINGHAM, MA
(42.31923, -71.389211)"
1,060-20-7674-000,7,BONITO DR,1,7,3,SPLIT LEVL,1960,153900,0,153100,0.19054,1192,2398,307000,03/27/2013,250000,253542,14850,"7 BONITO DR
FRAMINGHAM, MA
(42.317027, -71.401547)"
1,081-87-0558-000,79,INDIAN HEAD RD,1,8,4,SPLIT ENT,1962,200600,1300,173000,0.46086,1586,3334,374900,07/11/2013,393900,62219-44,7000,"79 INDIAN HEAD RD
FRAMINGHAM, MA
(42.309188, -71.419033)"
1,047-22-8257-000,6,LYMAN RD,1,7,3,SPLIT LEVL,1960,157700,16200,160500,0.47291,1103,2375,334400,04/23/2014,305000,63521-458,17200,"6 LYMAN RD
FRAMINGHAM, MA
(42.322064, -71.438538)"
1,017-79-4404-000,31,EISENHOWER RD,1,6,3,RANCH,1958,97300,0,163700,0.59532,1056,1424,261000,11/20/2014,220000,258164,2500,"31 EISENHOWER RD
FRAMINGHAM, MA
(42.341689, -71.421857)"
1,077-87-1182-000,16,BERKELEY RD,1,7,3,SPLIT LEVL,1965,180600,0,185300,0.89761,1282,2506,365900,09/01/1990,192500,20797-0163,,"16 BERKELEY RD
FRAMINGHAM, MA
(42.308226, -71.455838)"
1,066-89-1812-000,19,BLACKBERRY LN,1,8,4,SPLIT LEVL,1963,219500,0,175400,0.5463,1404,3036,394900,08/24/1995,216000,25592-0503,14850,"19 BLACKBERRY LN
FRAMINGHAM, MA
(42.315408, -71.45599)"
1,070-88-8661-000,3,HAYNES RD,1,8,4,GARRISON,1959,264400,0,156200,0.30992,1858,3092,420600,08/28/2008,410000,51628-492,3500,"3 HAYNES RD
FRAMINGHAM, MA
(42.311965, -71.415997)"
1,061-50-9672-000,11,BROWNLEA RD,1,6,3,RANCH,1959,135200,0,155100,0.26745,1656,2088,290300,06/20/2013,100,62058-63,30055,"11 BROWNLEA RD
FRAMINGHAM, MA
(42.317419, -71.389866)"
1,038-55-6287-000,1,HARVARD RD,1,7,3,CONTEMPORY,1992,324600,0,154100,0.22957,2188,3964,478700,08/01/1997,252000,27542-507,7300,"1 HARVARD RD
FRAMINGHAM, MA
(42.330016, -71.42751)"
1,056-10-3330-000,8,RUTHELLEN RD,1,7,3,RANCH,1960,129100,1800,162000,0.53161,1416,2077,292900,06/08/2016,347000,67395-575,,"8 RUTHELLEN RD
FRAMINGHAM, MA
(42.316016, -71.443876)"
1,027-57-6500-000,58,GREGORY RD,1,8,3,RANCH,1966,168300,0,160100,0.45914,1768,2252,328400,04/28/2004,321000,42628-185,11500,"58 GREGORY RD
FRAMINGHAM, MA
(42.335779, -71.427963)"
1,027-57-5425-000,56,GREGORY RD,1,7,3,CONTEMPORY,1958,173200,7100,161100,0.49805,2128,3348,341400,02/29/2008,100,50797-559,3600,"56 GREGORY RD
FRAMINGHAM, MA
(42.335638, -71.428265)"
1,077-77-3599-000,15,CLEARVIEW DR,1,6,3,RANCH,1960,227100,0,188700,1.036,1392,3064,415800,06/25/2007,340100,49660-221,,"15 CLEARVIEW DR
FRAMINGHAM, MA
(42.309447, -71.457975)"
1,060-20-4344-000,20,BONITO DR,1,6,3,SPLIT LEVL,1960,150800,0,153100,0.19284,1192,2338,303900,01/18/2005,365000,233006,8200,"20 BONITO DR
FRAMINGHAM, MA
(42.316612, -71.402809)"
1,056-11-3996-000,3,LYMAN WAY,1,9,4,COLONIAL,1960,214400,2900,160300,0.46798,2496,4238,377600,01/01/1987,187000,17786-330,42400,"3 LYMAN WAY
FRAMINGHAM, MA
(42.320609, -71.443472)"
1,056-10-2085-000,5,RUTHELLEN RD,1,7,3,RANCH,1960,129200,1300,160100,0.45914,1438,2190,290600,06/01/1990,155500,20601-0133,11000,"5 RUTHELLEN RD
FRAMINGHAM, MA
(42.315974, -71.444157)"
1,077-77-8194-000,20,BERKELEY RD,1,7,3,SPLIT LEVL,1965,159700,0,173500,0.47945,1224,2580,333200,07/14/2016,405000,67620-183,5800,"20 BERKELEY RD
FRAMINGHAM, MA
(42.307887, -71.456641)"
1,109-10-9453-000,37,LONG AVE,1,6,3,RANCH,1951,165600,0,134700,0.2236,1377,3396,300300,08/25/2005,375000,234844,18000,"37 LONG AVE
FRAMINGHAM, MA
(42.289413, -71.44146)"
1,010-70-3454-000,71,EATON RD,1,7,3,RANCH,1959,146200,0,160400,0.47011,1560,1824,306600,09/20/1999,1,30672-601,2160,"71 EATON RD
FRAMINGHAM, MA
(42.343795, -71.421697)"
1,011-80-5384-000,7,CIDER MILL RD SUD,NULL,NULL,NULL,NULL,NULL,0,0,600,0.0438,0,0,600,08/24/2012,620000,57339-413,,"7 CIDER MILL RD SUD
FRAMINGHAM, MA
(42.32696, -71.428967)"
1,017-68-0574-000,15,IRENE RD,1,8,3,RANCH,1959,163000,700,160600,0.47808,1824,1824,324300,08/27/2002,296500,36232-347,,"15 IRENE RD
FRAMINGHAM, MA
(42.338695, -71.426496)"
1,061-50-8744-000,8,BROWNLEA RD,1,6,3,RANCH,1955,112500,0,154300,0.23691,1344,1452,266800,08/17/1959,1,09438-0313,,"8 BROWNLEA RD
FRAMINGHAM, MA
(42.317316, -71.390205)"
1,017-58-9279-000,18,MERRILL DR,1,8,3,RANCH,1958,162700,0,162300,0.54135,1735,2460,325000,07/13/2012,340000,59515-164,10000,"18 MERRILL DR
FRAMINGHAM, MA
(42.337891, -71.426554)"
1,070-98-5416-000,17,HAYNES RD,1,8,3,SPLIT LEVL,1959,163500,0,157400,0.35698,1196,2950,320900,07/31/2012,315000,59648-81,2500,"17 HAYNES RD
FRAMINGHAM, MA
(42.311599, -71.413628)"
1,061-51-9266-000,10,MAYFLOWER RD,1,6,3,RANCH,1959,119700,0,156600,0.32622,1415,1703,276300,10/04/1966,1,11226-001,7980,"10 MAYFLOWER RD
FRAMINGHAM, MA
(42.318653, -71.38953)"
1,066-79-7671-000,11,BLACKBERRY LN,1,8,4,SPLIT LEVL,1962,229300,0,172900,0.45925,1392,3308,402200,07/14/2006,100,47811-55,,"11 BLACKBERRY LN
FRAMINGHAM, MA
(42.314771, -71.457212)"
1,018-99-0054-000,5,EATON PINES LN,1,8,4,COLONIAL,1998,464000,0,160100,0.45976,2372,4680,624100,08/13/2007,595000,49930-427,14000,"5 EATON PINES LN
FRAMINGHAM, MA
(42.34119, -71.41428)"
1,017-58-5247-000,75,HEMENWAY RD,1,7,4,RANCH,1959,182700,700,162300,0.54224,1982,2673,345700,05/03/2004,370000,42679-376,13390,"75 HEMENWAY RD
FRAMINGHAM, MA
(42.338601, -71.428534)"
1,010-70-5533-000,51,CIDER MILL RD SUD,NULL,NULL,NULL,NULL,NULL,0,0,6100,0.467,0,0,6100,07/23/2010,495000,55036-578,,"51 CIDER MILL RD SUD
FRAMINGHAM, MA
(42.324229, -71.429482)"
1,018-88-1761-000,61,SLOANE DR,1,6,3,RANCH,1960,121900,4200,162400,0.54545,1234,1687,288500,09/03/2004,100,43659-71,4000,"61 SLOANE DR
FRAMINGHAM, MA
(42.339733, -71.41882)"
1,018-89-5240-000,20,MARY AGNES RD,1,7,3,RANCH,1960,138000,17100,164300,0.61983,1164,2128,319400,11/22/1999,215000,30888-559,6962,"20 MARY AGNES RD
FRAMINGHAM, MA
(42.340945, -71.416904)"
1,038-64-8280-000,,WAYSIDE AVE,NULL,NULL,NULL,NULL,NULL,0,0,127600,0.0786,0,0,127600,07/18/1958,1,9187-35,,"NULL
FRAMINGHAM, MA"
1,027-57-0471-000,59,HEMENWAY RD,1,5,3,RANCH,1961,114900,16900,166000,0.68595,1000,2312,297800,09/23/2002,1,36487-441,3913,"59 HEMENWAY RD
FRAMINGHAM, MA
(42.335941, -71.430664)"
1,061-61-2046-000,20,BROWNLEA RD,1,6,3,RANCH,1959,145900,1400,154500,0.24401,1703,1703,301800,06/01/1982,70250,14631-0549,19400,"20 BROWNLEA RD
FRAMINGHAM, MA
(42.31817, -71.388591)"
1,018-88-0675-000,59,SLOANE DR,1,8,4,RANCH,1960,169000,500,162400,0.54812,1691,2359,331900,02/10/1993,1,22902-0600,900,"59 SLOANE DR
FRAMINGHAM, MA
(42.339578, -71.419143)"
1,027-56-7840-000,5,SLOANE DR,1,6,3,RANCH,1967,137000,0,161500,0.51074,1439,1807,298500,11/13/1964,1,10689-0442,7500,"5 SLOANE DR
FRAMINGHAM, MA
(42.334502, -71.42767)"
1,039-05-0613-000,16,FRANCINE RD,1,8,3,RANCH,1958,137000,17600,161500,0.51208,1667,1955,316100,05/01/2002,299900,35383-501,5347,"16 FRANCINE RD
FRAMINGHAM, MA
(42.331106, -71.411382)"
1,066-79-6429-000,7,BLACKBERRY LN,1,7,3,SPLIT LEVL,1962,242100,0,173000,0.4632,1616,3679,415100,10/15/1976,1,13076-245,6900,"7 BLACKBERRY LN
FRAMINGHAM, MA
(42.314422, -71.457805)"
1,027-57-5605-000,7,MERRILL DR,1,10,4,CONTEMPORY,1958,220900,0,163000,0.57025,3292,4040,383900,12/09/1974,1,12735-645,6500,"7 MERRILL DR
FRAMINGHAM, MA
(42.336819, -71.428501)"
1,028-96-8760-000,37,JOSEPH RD,1,8,4,SPLIT LEVL,1988,299300,2000,160200,0.46109,1838,4350,461500,10/01/1990,205000,20844-167,19000,"37 JOSEPH RD
FRAMINGHAM, MA
(42.333467, -71.412323)"
1,027-67-6628-000,26,SLOANE DR,1,8,3,RANCH,1951,164300,2000,160100,0.45914,1766,2292,326400,03/29/1999,177000,29976-269,13600,"26 SLOANE DR
FRAMINGHAM, MA
(42.336264, -71.424119)"
1,119-29-5794-000,80,LONG AVE,1,6,3,RANCH,1984,133500,1800,135900,0.27741,1200,2780,271200,08/25/2010,226000,247155,2600,"80 LONG AVE
FRAMINGHAM, MA
(42.286945, -71.439295)"
1,060-20-3469-000,21,BONITO DR,1,6,3,SPLIT LEVL,1960,132400,0,152900,0.1848,960,2225,285300,03/21/1966,1,00732-0061,5260,"21 BONITO DR
FRAMINGHAM, MA
(42.316717, -71.40324)"
1,048-63-3718-000,28,PAMELA RD,1,8,4,SPLIT LEVL,1956,210400,8000,162200,0.54038,1681,3310,380600,05/12/2014,1,256554,12060,"28 PAMELA RD
FRAMINGHAM, MA
(42.325539, -71.425413)"
1,077-77-4299-000,25,BERKELEY RD,1,8,3,SPLIT LEVL,1959,186200,15600,174800,0.52743,1567,3076,376600,12/17/2012,326000,60753-369,8915,"25 BERKELEY RD
FRAMINGHAM, MA
(42.30769, -71.458054)"
1,017-68-5420-000,12,ARBETTER DR,1,6,3,RANCH,1958,168600,1200,160100,0.45914,1811,2511,329900,08/31/1979,1,13777-690,3800,"12 ARBETTER DR
FRAMINGHAM, MA
(42.338832, -71.424435)"
1,077-77-5879-000,12,CLEARVIEW DR,1,7,3,RANCH,1959,216800,0,173300,0.47245,1472,3216,390100,06/17/2003,297000,39576-371,1000,"12 CLEARVIEW DR
FRAMINGHAM, MA
(42.309544, -71.458072)"
1,061-61-5466-000,33,BROWNLEA RD,1,6,3,RANCH,1955,119400,2000,155000,0.26343,1344,1688,276400,05/30/2013,271500,61900-315,14704,"33 BROWNLEA RD
FRAMINGHAM, MA
(42.319574, -71.387895)"
1,027-67-9925-000,34,SLOANE DR,1,7,3,RANCH,1960,154800,700,160100,0.45914,1728,2146,315600,11/15/2013,200000,62930-497,1500,"34 SLOANE DR
FRAMINGHAM, MA
(42.337007, -71.423029)"
1,066-68-9268-000,494,BELKNAP RD,1,7,3,SPLIT LEVL,1978,211200,1700,176000,0.5688,1372,2910,388900,05/13/2013,1,61779-102,6800,"494 BELKNAP RD
FRAMINGHAM, MA
(42.311462, -71.460073)"
1,057-20-2792-000,27,RUTHELLEN RD,1,6,3,RANCH,1960,134100,0,160800,0.48453,1752,2022,294900,09/04/2009,242500,53504-573,7000,"27 RUTHELLEN RD
FRAMINGHAM, MA
(42.317747, -71.440704)"
1,056-10-6750-000,17,AMY RD,1,8,4,COLONIAL,1961,169400,0,160100,0.45914,2300,2670,329500,08/01/1996,173000,26547-0241,5000,"17 AMY RD
FRAMINGHAM, MA
(42.31776, -71.442884)"
1,061-51-7111-000,9,SPRINGHILL RD,1,6,3,RANCH,1958,97600,0,154600,0.24853,1172,1352,252200,08/02/1965,1,10888-0183,23400,"9 SPRINGHILL RD
FRAMINGHAM, MA
(42.318368, -71.391025)"
1,080-56-9341-000,13,LILIAN RD,1,8,4,COLONIAL,1955,204100,0,167500,0.26894,2364,3670,371600,06/24/2002,265000,224763,19224,"13 LILIAN RD
FRAMINGHAM, MA
(42.305097, -71.426821)"
1,046-12-5306-000,33,LYMAN RD,1,7,3,RANCH,1960,142200,2400,160100,0.45914,1248,2496,304700,05/29/2013,292000,61893-234,3600,"33 LYMAN RD
FRAMINGHAM, MA
(42.321739, -71.443573)"
1,018-98-0475-000,3,MARY AGNES RD,1,6,3,RANCH,1960,151500,0,160400,0.47032,1056,2996,311900,11/03/2004,355000,44033-104,1500,"3 MARY AGNES RD
FRAMINGHAM, MA
(42.33856, -71.415535)"
1,018-88-4816-000,67,SLOANE DR,1,8,3,RANCH,1960,157800,0,161500,0.51194,1703,1933,319300,06/24/2011,318900,57039-69,2150,"67 SLOANE DR
FRAMINGHAM, MA
(42.340171, -71.417864)"
1,061-61-5229-000,29,BROWNLEA RD,1,6,3,RANCH,1959,106500,800,155000,0.26343,1272,1644,262300,10/01/1996,148000,26714-0516,8000,"29 BROWNLEA RD
FRAMINGHAM, MA
(42.319146, -71.388057)"
1,060-20-2339-000,26,BONITO DR,1,6,3,SPLIT LEVL,1960,153000,11800,153800,0.21809,1192,2554,318600,07/30/2002,314000,225148,,"26 BONITO DR
FRAMINGHAM, MA
(42.316857, -71.403481)"
1,056-10-6967-000,20,AMY RD,1,7,3,RANCH,1961,158900,14400,160500,0.47475,1968,3156,333800,12/16/1992,155000,22733-0198,51000,"20 AMY RD
FRAMINGHAM, MA
(42.317857, -71.442608)"
1,011-80-2239-000,53,EATON RD,1,7,3,RANCH,1960,137700,1000,160100,0.45914,1424,1704,298800,06/01/1986,100,17132-241,10000,"53 EATON RD
FRAMINGHAM, MA
(42.343369, -71.418417)"
1,056-10-9814-000,23,AMY RD,1,7,3,RANCH,1960,133500,0,160300,0.46823,1364,1916,293800,02/28/2006,376225,47035-327,11200,"23 AMY RD
FRAMINGHAM, MA
(42.31811, -71.441892)"
1,038-54-9082-000,,SPRING LN,NULL,NULL,NULL,NULL,NULL,0,0,129600,0.16827,0,0,129600,04/04/2006,0,47221-492,,"NULL
FRAMINGHAM, MA"
1,066-78-9154-000,4,BELLWOOD RD,1,7,3,RANCH,1959,196800,0,172900,0.45914,1408,3520,369700,07/31/2015,395000,65834-419,28000,"4 BELLWOOD RD
FRAMINGHAM, MA
(42.310434, -71.456854)"
1,027-57-6255-000,51,GREGORY RD,1,7,3,RANCH,1966,167900,17600,160200,0.46139,1677,2391,345700,03/07/2012,309500,58635-230,31000,"51 GREGORY RD
FRAMINGHAM, MA
(42.335731, -71.428072)"
1,011-80-4375-000,15,CIDER MILL RD SUD,NULL,NULL,NULL,NULL,NULL,0,0,154100,0.23099,0,0,154100,02/08/1993,287500,22895-4,,"15 CIDER MILL RD SUD
FRAMINGHAM, MA
(42.325828, -71.42911)"
1,038-65-0208-000,2,CHESTERFIELD ST,1,9,4,COLONIAL,1988,274600,0,161600,0.51653,2282,3780,436200,03/14/2014,440000,63371-392,3500,"2 CHESTERFIELD ST
FRAMINGHAM, MA
(42.330102, -71.426637)"
1,061-61-1090-000,18,BROWNLEA RD,1,7,3,RANCH,1958,188300,0,154500,0.24401,1953,2578,342800,04/28/2011,210000,56791-42,5311,"18 BROWNLEA RD
FRAMINGHAM, MA
(42.31799, -71.388765)"
1,018-89-0471-000,20,DANIELS RD,1,8,4,GARRISON,1960,256000,1200,161200,0.50046,2184,3346,418400,09/09/2015,460000,66046-61,3500,"20 DANIELS RD
FRAMINGHAM, MA
(42.341001, -71.419004)"
1,066-78-0381-000,490,BELKNAP RD,1,6,3,SPLIT ENT,1977,215800,0,174900,0.52922,1260,3084,390700,05/11/2016,1,67233-445,6800,"490 BELKNAP RD
FRAMINGHAM, MA
(42.311473, -71.459707)"
1,066-88-0209-000,350,BELKNAP RD,1,7,3,RANCH,1958,156700,700,173000,0.46047,1276,2816,330400,12/17/2001,273000,34332-300,6000,"350 BELKNAP RD
FRAMINGHAM, MA
(42.311122, -71.45616)"
1,070-99-1057-000,7,BRYANT RD,1,7,3,SPLIT LEVL,1959,155600,1800,157400,0.35601,1390,2542,314800,12/19/2002,100,37417-66,3940,"7 BRYANT RD
FRAMINGHAM, MA
(42.312743, -71.414714)"
1,027-77-0776-000,35,SLOANE DR,1,7,3,RANCH,1960,147200,0,161000,0.49157,1440,1794,308200,09/02/2014,266000,64171-284,10500,"35 SLOANE DR
FRAMINGHAM, MA
(42.337099, -71.42289)"
1,080-56-5291-000,21,LILIAN RD EXTN,1,6,3,RANCH,1955,130800,700,169700,0.34584,959,2287,301200,04/01/1990,1,1068-162,6000,"21 LILIAN RD EXTN
FRAMINGHAM, MA
(42.304984, -71.428363)"
1,060-20-8647-000,5,BONITO DR,1,6,3,SPLIT LEVL,1960,150000,8200,153100,0.18939,1192,2368,311300,09/01/1994,167000,200330,3000,"5 BONITO DR
FRAMINGHAM, MA
(42.3171, -71.40131)"
1,011-80-3227-000,51,EATON RD,1,7,3,RANCH,1960,153400,1400,160100,0.45914,1619,2036,314900,09/01/1995,140000,25628-400,13853,"51 EATON RD
FRAMINGHAM, MA
(42.343323, -71.418051)"
1,055-80-3696-000,7,BLUEBERRY CIR,1,7,4,SPLIT ENT,1965,200200,0,162200,0.5396,1404,3192,362400,01/12/1970,1,11788-0483,7150,"7 BLUEBERRY CIR
FRAMINGHAM, MA
(42.316993, -71.454944)"
1,027-67-2326-000,16,SLOANE DR,1,9,5,COLONIAL,1958,200700,0,160700,0.48028,2596,2836,361400,09/20/1978,1,13543-386,7500,"16 SLOANE DR
FRAMINGHAM, MA
(42.335379, -71.425681)"
1,017-79-4252-000,8,DANIELS RD,1,10,4,CONTEMPORY,1958,110400,0,160100,0.45914,1176,1416,270500,02/14/2003,1,38005-404,50000,"8 DANIELS RD
FRAMINGHAM, MA
(42.340466, -71.421036)"
1,056-10-2705-000,10,AMY RD,1,8,3,RANCH,1961,147300,2400,160100,0.45914,1700,2658,309800,08/15/2008,308500,51578-191,7500,"10 AMY RD
FRAMINGHAM, MA
(42.317265, -71.444288)"
1,017-78-1179-000,40,SLOANE DR,1,7,3,RANCH,1958,183900,21600,160100,0.45914,2040,2376,365600,01/23/2007,390000,48880-185,,"40 SLOANE DR
FRAMINGHAM, MA
(42.337642, -71.422088)"
1,061-51-7043-000,2,MAYFLOWER RD,1,6,3,RANCH,1955,104800,0,154300,0.23533,1056,1452,259100,07/02/1973,1,12469-0216,7000,"2 MAYFLOWER RD
FRAMINGHAM, MA
(42.31809, -71.39059)"
1,017-68-0063-000,19,MERRILL DR,1,8,4,RANCH,1958,112100,0,160500,0.47424,1886,2404,272600,12/20/2011,275000,58123-385,11326,"19 MERRILL DR
FRAMINGHAM, MA
(42.337862, -71.426602)"
1,060-20-4530-000,19,BONITO DR,1,6,3,SPLIT LEVL,1960,153100,0,154400,0.24105,1192,2594,307500,01/01/1900,1,919-65,12400,"19 BONITO DR
FRAMINGHAM, MA
(42.316619, -71.402871)"
1,080-76-9845-000,5,INDIAN HEAD HGTS,1,7,3,SPLIT ENT,1960,195700,0,175500,0.55119,1300,3580,371200,10/22/2013,409000,62815-106,4608,"5 INDIAN HEAD HGTS
FRAMINGHAM, MA
(42.306922, -71.420035)"
1,061-51-8183-000,6,MAYFLOWER RD,1,6,3,RANCH,1959,121900,2000,155500,0.28409,1415,2015,279400,07/16/2009,260000,53216-398,3594,"6 MAYFLOWER RD
FRAMINGHAM, MA
(42.31833, -71.389953)"
1,077-77-9491-000,19,BERKELEY RD,1,8,3,SPLIT LEVL,1958,169200,0,174000,0.49897,1280,2504,343200,07/21/2016,409900,67661-30,,"19 BERKELEY RD
FRAMINGHAM, MA
(42.308121, -71.456053)"
